"participant_id","academic_yr","assignment","response_min","percent_accuracy","jazz_familiarity","sleep_quality_binary","music_study_habit_binary","caffeine_binary","stress_pre_test"
411,"1","Jazz",55.8396149147882,53.6,2,1,0,1,1
412,"1","Jazz",48.4712460351388,71.5,2,1,1,1,1
413,"1","Instrumental_Jazz",46.8303409760122,79.2,3,1,0,0,4
414,"1","No_Music",43.8966098392507,66.5,2,1,1,0,2
415,"1","Instrumental_Jazz",43.8640361524686,81.4,3,1,1,0,2
416,"1","Jazz",52.4217156501719,63.3,3,1,1,1,3
417,"1","Jazz",44.7775635771874,63.6,2,1,0,0,2
418,"1","Jazz",46.222481624206,58.2,2,1,0,0,4
419,"1","Instrumental_Jazz",44.8241369994734,88.2,5,1,0,1,5
420,"1","Jazz",52.9213698824281,64.3,3,1,1,1,3
421,"1","Jazz",51.7107230562635,69,2,1,0,1,2
422,"1","No_Music",48.3107715715893,81.5,5,1,0,1,5
423,"1","No_Music",48.2382609804848,68.1,4,0,0,1,2
424,"1","No_Music",45.4004490788679,73.3,2,0,1,0,1
425,"1","Instrumental_Jazz",49.7012677398454,86.6,1,1,1,1,4
426,"1","Instrumental_Jazz",45.9882565262414,73,4,1,1,1,2
427,"1","Jazz",52.4875930319762,72.4,4,1,0,1,3
428,"1","Jazz",46.4967006749166,69.3,1,1,1,0,2
429,"1","Instrumental_Jazz",36.5341616667575,75.8,3,1,1,0,3
430,"1","Instrumental_Jazz",40.7671184010867,69.5,5,1,1,0,3
431,"1","Jazz",49.6215381735955,58.9,4,1,1,0,1
432,"1","Instrumental_Jazz",43.6600362741147,81.5,3,0,1,1,2
433,"1","No_Music",48.2796280328693,74.2,2,0,0,1,3
434,"1","No_Music",46.128228111424,62.7,5,0,0,1,2
435,"1","No_Music",43.5564540358308,83,1,1,0,1,1
436,"1","Jazz",46.9877542014466,67.3,3,0,0,1,4
437,"1","No_Music",44.2231087383491,67.5,3,1,0,0,3
438,"1","No_Music",46.3040838342064,68.9,1,1,1,0,1
439,"1","No_Music",50.9850486054146,78.6,4,1,1,0,4
440,"1","No_Music",47.4268188674117,72.2,1,1,1,1,1
441,"1","Jazz",47.4253744075762,73.6,3,1,0,1,2
442,"1","Instrumental_Jazz",45.2696492407482,76.5,3,1,1,1,4
443,"1","Jazz",55.6441786724978,68.8,3,1,1,0,4
444,"1","No_Music",43.7281820697788,79.9,3,1,0,1,5
445,"1","No_Music",57.8065309590099,70.4,4,1,0,0,4
446,"1","Instrumental_Jazz",45.7825630248217,83.2,1,1,1,0,3
447,"1","Jazz",55.498888388728,62.9,2,0,1,1,3
448,"1","Jazz",57.3607159313385,74,3,0,0,1,3
449,"1","Jazz",48.3637131753214,69.1,3,0,1,0,2
450,"1","Jazz",49.6260786996468,68.3,1,1,1,1,2
451,"1","No_Music",46.260667788632,76.3,4,1,1,0,5
452,"1","No_Music",48.7676208443523,69.1,1,1,1,0,2
453,"1","Jazz",51.485122016253,68.4,2,1,0,0,3
454,"1","Instrumental_Jazz",44.0137396664605,90.4,4,1,0,0,5
455,"1","Instrumental_Jazz",42.3321500427918,80,3,1,0,0,2
456,"1","Jazz",53.6452368479743,72.4,3,1,1,0,1
457,"1","No_Music",45.9953701920935,70.5,3,1,0,1,4
458,"1","No_Music",53.6193099681897,64.8,1,0,1,1,3
459,"1","Instrumental_Jazz",44.760913761068,77.7,5,1,1,0,2
460,"1","Jazz",50.3474486380195,57,2,0,1,1,2
461,"1","No_Music",48.546522462536,71.1,2,1,0,1,3
462,"1","No_Music",47.1721362155495,70.6,5,1,1,1,2
463,"1","Jazz",52.2159388638828,64.9,3,0,0,0,3
464,"1","Jazz",53.8704096509195,60.1,3,1,0,0,3
465,"1","Jazz",53.6449821216582,74.3,3,1,0,1,3
466,"1","Instrumental_Jazz",43.0353083065855,80,4,1,1,1,3
467,"1","No_Music",42.8690259744266,71.4,4,1,1,1,1
468,"1","Jazz",51.6369273430668,66.3,3,0,0,1,1
469,"1","No_Music",45.223445519971,81.9,3,1,0,0,3
470,"1","Instrumental_Jazz",42.5768209459217,84.2,3,1,0,1,5
471,"1","No_Music",47.6042252037539,76.9,4,1,1,0,3
472,"1","Jazz",44.4065818051489,59,2,1,0,1,4
473,"1","No_Music",44.5399512954727,75.3,3,1,0,1,4
474,"1","Jazz",49.113213792999,59.7,5,1,1,1,3
475,"1","Jazz",55.181559188152,73.6,1,0,0,0,4
476,"1","No_Music",43.5710499261524,79.9,2,1,1,0,1
477,"1","No_Music",55.5921688200841,76.7,4,0,1,1,3
478,"1","Jazz",54.8950266186267,69.4,3,0,0,0,1
479,"1","No_Music",53.2558965354519,70,4,1,0,0,2
480,"1","Jazz",55.1386179522327,62.8,3,0,1,0,3
481,"1","No_Music",53.5688004290651,82.4,4,1,0,1,1
482,"1","No_Music",53.7663157969568,68.2,3,1,1,0,5
483,"1","Jazz",42.6236149692679,67.7,3,1,1,1,3
484,"1","Instrumental_Jazz",43.25464892616,78.9,4,1,0,0,1
485,"1","Jazz",54.2389535637254,66.3,4,1,0,0,3
486,"1","No_Music",53.1547534911613,78.6,4,1,0,0,5
487,"1","No_Music",52.1402362040302,76.6,2,0,0,1,1
488,"1","Jazz",52.026876673631,76.3,3,1,1,0,1
489,"1","Instrumental_Jazz",43.1187012498152,85.9,2,0,1,0,2
490,"1","No_Music",57.78754572804,74.3,3,1,1,1,1
491,"1","No_Music",52.7033681639357,62.3,4,1,1,1,4
492,"1","Instrumental_Jazz",48.0758889285579,81.1,3,1,1,0,2
493,"1","Jazz",48.4921513710075,70.1,5,1,1,0,4
494,"1","Instrumental_Jazz",44.517378884088,80,4,1,0,1,1
495,"1","Jazz",50.7726180034015,73.5,2,0,1,1,1
496,"1","Jazz",51.7086920980768,68,3,0,1,0,3
497,"1","Instrumental_Jazz",42.7246001172091,81,1,1,1,1,3
498,"1","Instrumental_Jazz",45.8558216706364,76.4,2,0,0,1,2
499,"1","Jazz",61.2825939544557,57,3,0,0,1,4
500,"1","No_Music",50.2722774603098,68,2,1,1,0,4
501,"1","Instrumental_Jazz",32.5165165828328,87.6,3,1,1,0,2
502,"1","Jazz",53.2156664430858,71.1,3,0,1,1,2
503,"1","Jazz",57.6775415428079,69.8,3,1,0,1,2
504,"1","Jazz",51.6725904297285,63,2,0,0,0,4
505,"1","No_Music",47.1994481068965,76.4,2,1,0,0,1
506,"1","No_Music",46.970087032276,72.3,1,1,0,0,3
507,"1","No_Music",56.5040165675221,81.4,1,1,0,1,5
508,"1","Jazz",54.651203430986,72,1,1,1,1,2
509,"1","Instrumental_Jazz",43.8514426149776,80.5,4,1,0,1,2
510,"1","Jazz",57.3495578186917,59.9,3,1,0,1,1
511,"1","Instrumental_Jazz",43.1759750858771,96.9,3,1,0,0,2
512,"1","Instrumental_Jazz",40.4530952171416,83.2,2,0,1,0,2
513,"1","Instrumental_Jazz",49.1843058437898,84.1,4,1,1,1,1
514,"1","No_Music",49.8985534244042,72.7,3,0,1,1,1
515,"1","Instrumental_Jazz",47.5905161637726,84.8,1,1,1,1,1
516,"1","Jazz",63.6015452100251,69,3,1,0,0,5
517,"1","No_Music",45.7453846064214,77.8,4,0,0,1,3
518,"1","Instrumental_Jazz",43.8844666039141,82.4,1,0,1,1,3
519,"1","Jazz",56.4717189073458,61.2,4,1,1,1,4
520,"1","Instrumental_Jazz",50.5665821944064,71.2,4,0,0,0,1
521,"1","Instrumental_Jazz",33.7288727772884,84.1,2,1,1,0,2
522,"1","Instrumental_Jazz",44.5820450820163,75.9,3,1,0,0,4
523,"1","Instrumental_Jazz",43.3729279296866,87,3,0,1,0,1
524,"1","No_Music",55.1056402601632,70.3,3,1,1,0,2
525,"1","Instrumental_Jazz",46.3520192143064,73.7,2,1,1,0,2
526,"1","Instrumental_Jazz",39.9677525045252,81.4,2,0,1,1,1
527,"1","Jazz",51.8777852751487,69.4,4,1,0,1,1
528,"1","Jazz",50.4901272899006,70.7,3,1,1,0,4
529,"1","No_Music",41.4645044279281,76.5,5,1,0,1,1
530,"1","No_Music",45.3762946091267,75.2,2,1,0,1,1
531,"1","Jazz",43.0267824053843,65.7,4,1,0,0,2
532,"1","Instrumental_Jazz",52.2200480870194,79.6,3,0,1,0,3
533,"1","Instrumental_Jazz",39.0178038379867,90.2,5,0,1,0,3
534,"1","Jazz",46.8950556914492,65.5,3,1,1,0,2
535,"1","Instrumental_Jazz",47.7170885129746,79.3,3,0,1,0,1
536,"1","No_Music",51.9278514269486,75.4,3,1,1,0,2
537,"1","No_Music",49.6896401805386,69.6,4,0,1,0,2
538,"1","Jazz",53.3791884716893,62.9,5,1,1,0,2
539,"1","No_Music",54.1758005866241,77.5,2,1,0,1,3
540,"1","No_Music",47.9452742062766,68.1,3,1,1,0,5
541,"1","Jazz",53.4547499333475,61,4,1,1,0,2
542,"1","No_Music",50.5018620447875,78.4,3,1,0,0,1
543,"1","Instrumental_Jazz",54.595295099537,87.7,2,1,1,1,4
544,"1","Jazz",53.6806814761957,59.1,3,0,1,1,5
545,"1","No_Music",44.4108194571553,77.8,2,1,1,1,3
546,"1","Jazz",52.3568307664204,69.5,4,1,1,0,2
547,"1","No_Music",49.5068518696985,74.4,4,1,0,1,2
548,"1","No_Music",48.4745270007112,73.3,2,0,0,0,2
549,"1","Jazz",47.976481544546,64.7,3,1,0,1,4
550,"1","Instrumental_Jazz",47.8183201496504,90.8,3,1,0,1,1
551,"1","No_Music",43.063285632213,79.3,5,1,0,1,2
552,"1","No_Music",48.369263921473,78.4,5,1,0,1,1
553,"1","Jazz",50.951621806724,66.4,5,1,1,0,2
554,"1","Jazz",54.3379054874131,70.2,2,1,1,0,2
555,"1","Jazz",48.7373030888398,70.2,5,1,0,0,2
556,"1","Jazz",58.8627938434435,69.5,4,1,0,1,1
557,"1","Jazz",51.5060326008463,62.2,5,1,1,0,2
558,"1","Instrumental_Jazz",45.0247437706559,78.8,3,0,1,0,2
559,"1","Jazz",56.37685514965,57.3,3,1,0,0,5
560,"1","Instrumental_Jazz",51.1208926298573,74.9,3,1,0,1,3
561,"1","No_Music",50.0275312074415,87.9,4,1,1,0,5
562,"1","Jazz",57.4169934957358,67.6,5,1,1,0,2
563,"1","No_Music",48.6503263913838,72.9,3,0,1,1,2
564,"1","No_Music",57.5348824339618,76.1,4,0,0,0,2
565,"1","No_Music",56.6761134702927,66.3,1,1,0,1,2
566,"1","Jazz",50.9444806550887,61.9,5,1,1,1,2
567,"1","Jazz",53.6916445460449,77.5,5,0,0,1,2
568,"1","Instrumental_Jazz",43.5289195879667,82.2,4,1,1,1,3
569,"1","Instrumental_Jazz",44.8879945260828,82.2,4,1,1,1,2
570,"1","Instrumental_Jazz",37.7357405895353,87.5,2,1,1,1,4
571,"1","Instrumental_Jazz",40.3845607698485,73.2,3,1,0,1,3
572,"1","No_Music",46.9818322672969,78.9,3,0,0,1,1
573,"1","Instrumental_Jazz",47.2541677534929,83.3,3,0,0,1,2
574,"1","Jazz",50.399175311113,59.8,1,1,1,0,2
575,"1","Instrumental_Jazz",41.2430815339576,76.6,3,0,0,1,3
576,"1","No_Music",54.9019038200129,68.1,2,1,0,1,3
577,"1","Jazz",48.9585885196551,63.9,1,1,0,0,4
578,"1","Jazz",57.5457681875298,69.9,3,1,0,0,4
579,"1","No_Music",47.7171499250284,75.1,2,0,1,1,3
580,"1","Jazz",48.0006631429018,57.5,1,0,0,0,2
581,"1","No_Music",42.6317173086689,82.3,1,1,1,0,3
582,"1","Instrumental_Jazz",47.9449463757805,79.5,1,1,0,1,3
583,"1","Jazz",56.3138414748231,63.8,4,0,1,1,3
584,"1","No_Music",48.8115476649446,72.6,3,1,1,0,2
585,"1","No_Music",59.0007105162159,82.2,5,1,1,1,1
586,"1","No_Music",57.7809806467903,75,2,1,0,0,3
587,"1","No_Music",51.7798547158473,66.3,2,1,1,0,3
588,"1","Instrumental_Jazz",45.5178844408118,82.4,3,1,1,0,1
589,"1","Instrumental_Jazz",48.1900130920227,95.2,3,1,1,0,2
590,"1","Instrumental_Jazz",42.7926819620302,87.9,5,0,1,0,3
591,"1","Jazz",52.6280284521181,64.3,3,1,1,1,2
592,"1","Instrumental_Jazz",54.0412862698248,78.1,3,1,0,1,3
593,"1","Instrumental_Jazz",42.3560486958844,83.1,1,1,1,0,3
594,"1","Jazz",50.6821602903215,66.2,4,0,1,0,3
595,"1","Instrumental_Jazz",44.1212463490768,80.7,3,1,1,0,3
596,"1","Instrumental_Jazz",43.8807754900951,71.6,2,1,1,0,1
597,"1","Instrumental_Jazz",42.9721859849357,85.4,4,1,1,1,1
598,"1","No_Music",43.6221963850716,75.2,2,0,0,1,3
599,"1","Jazz",44.5419611944648,69.6,4,1,1,1,3
600,"1","Jazz",53.9797823240085,65.3,3,1,1,0,1
601,"1","Instrumental_Jazz",49.5761664758955,83.3,2,1,1,1,2
602,"1","Instrumental_Jazz",47.9811943294746,83.3,2,1,1,0,3
603,"1","No_Music",50.3465919250098,73.7,2,1,1,0,1
604,"1","Instrumental_Jazz",39.7310226135531,81.8,4,0,0,1,5
605,"1","Jazz",57.0868613623505,72.2,3,1,1,0,3
606,"1","Jazz",53.4131210361999,64.3,2,0,1,0,3
607,"1","Jazz",57.7425041896974,76,3,1,0,0,2
608,"1","No_Music",47.187780396928,79.6,3,1,1,0,5
609,"1","Jazz",45.009619328076,64.6,4,0,1,1,3
610,"1","Instrumental_Jazz",51.6260286101301,89.9,4,1,0,0,1
611,"1","Jazz",45.9052352565905,72.4,3,0,0,1,2
612,"1","Instrumental_Jazz",44.1881016450395,90.4,2,1,1,1,3
613,"1","Instrumental_Jazz",51.896406107429,78.8,3,1,0,1,2
614,"1","Jazz",50.6623250430662,69.3,4,1,0,1,4
615,"1","Instrumental_Jazz",43.0795153157321,81.1,3,1,1,0,3
616,"1","Instrumental_Jazz",49.5402495000947,78.9,3,1,0,1,1
617,"1","No_Music",44.1649819984021,79.3,1,1,0,0,2
618,"1","No_Music",45.1711932107986,70.4,1,0,1,1,4
619,"1","No_Music",52.178688059818,77.3,5,1,1,0,1
620,"1","Jazz",51.5636467393077,60.6,3,1,0,1,2
621,"1","Jazz",51.2145272152384,64.4,3,0,1,1,5
622,"1","No_Music",37.5231898874701,81.4,3,1,0,1,1
623,"1","No_Music",52.5149085200857,65.1,4,0,1,1,2
624,"1","Jazz",54.7247989635368,65.2,4,0,1,1,1
625,"1","Instrumental_Jazz",36.4698074843027,75.4,3,0,0,0,3
626,"1","No_Music",47.2367087384418,72.8,4,1,0,1,3
627,"1","Instrumental_Jazz",44.7779451729313,77.5,3,1,0,1,2
628,"1","Instrumental_Jazz",35.737795892177,84.5,3,1,1,1,1
629,"1","No_Music",42.7321119374059,74.9,3,0,0,1,1
630,"1","Jazz",50.897565610075,61.3,3,1,1,1,2
631,"1","No_Music",45.4561449460237,79,2,0,1,0,2
632,"1","Jazz",52.2084737248087,64.4,4,1,0,1,3
633,"1","No_Music",40.1481215433547,69,2,1,1,0,5
634,"1","Instrumental_Jazz",40.5229077695379,82.2,1,1,0,1,1
635,"1","No_Music",56.2123712209372,68.2,3,1,0,1,3
636,"1","Instrumental_Jazz",46.6561256261174,80.2,1,0,0,0,3
637,"1","Jazz",44.7261693289982,65.5,5,1,1,1,1
638,"1","Jazz",45.8774076318885,59.3,1,0,0,0,1
639,"1","Jazz",49.3720845913103,68.4,4,1,0,1,2
640,"1","Instrumental_Jazz",41.2269687109687,81.7,5,1,0,0,2
641,"1","Jazz",44.5041348096403,66.6,2,1,1,0,1
642,"1","Instrumental_Jazz",50.8440006547644,88.5,4,0,1,0,2
643,"1","No_Music",49.8226511087728,79.7,4,0,1,0,1
644,"1","No_Music",51.8240272978135,65.9,3,1,1,0,2
645,"1","No_Music",44.4196063196354,65.3,3,1,0,0,5
646,"1","No_Music",47.6662456690573,65.8,4,1,0,0,2
647,"1","Instrumental_Jazz",36.3168782118794,80.9,3,1,0,0,1
648,"1","Jazz",51.9733276240078,67.2,3,1,1,0,1
649,"1","Instrumental_Jazz",47.5829078175729,77,3,1,1,0,4
650,"1","Instrumental_Jazz",50.8685127021878,75.8,3,1,1,0,2
651,"1","No_Music",47.0032482502162,73.9,1,1,1,0,3
652,"1","Jazz",47.5303898031664,66.9,5,1,1,1,4
653,"1","Jazz",50.8832787849887,53.3,1,1,1,1,1
654,"1","Instrumental_Jazz",50.8840122387065,86.3,3,1,0,1,3
655,"1","No_Music",49.2164229864501,83.6,3,1,0,1,3
656,"1","Instrumental_Jazz",45.8059785270839,83.2,4,1,1,1,5
657,"1","Instrumental_Jazz",45.4981669177943,68.2,2,1,0,0,4
658,"1","Jazz",51.544686231159,65.6,3,1,0,1,3
659,"1","Instrumental_Jazz",45.4189656603581,78.4,4,1,0,1,3
660,"1","No_Music",48.6519208457511,69.3,3,0,1,1,1
661,"1","Instrumental_Jazz",38.3376706185512,88.1,3,1,1,1,4
662,"1","Jazz",57.0360139257312,58.9,2,1,1,1,3
663,"1","No_Music",49.7037163759198,71.5,2,1,1,1,3
664,"1","Jazz",55.0262504111264,69.7,3,1,1,0,5
665,"1","No_Music",57.8100587877951,64.8,3,1,1,0,5
666,"1","Jazz",52.4455259224779,65.3,3,1,0,1,2
667,"1","Jazz",48.178988076951,65.3,3,1,0,1,2
668,"1","Jazz",50.3336308637744,61.9,4,0,1,1,3
669,"1","Jazz",49.5496955238599,65.2,2,0,1,1,2
670,"1","Instrumental_Jazz",36.1208897502935,84.8,3,1,0,1,1
671,"1","No_Music",46.3755064237236,73.2,3,1,0,0,3
672,"1","Instrumental_Jazz",35.49683009923,80.7,2,1,0,1,3
673,"1","Instrumental_Jazz",49.3768573300849,82.6,4,0,1,0,2
674,"1","Instrumental_Jazz",37.3274463966277,86.8,3,0,1,1,3
675,"1","Jazz",55.0746030819243,67.3,3,1,1,1,3
676,"1","No_Music",47.2847274033622,68.3,3,1,0,1,2
677,"1","Instrumental_Jazz",45.4025688279325,92.1,2,1,0,0,1
678,"1","Instrumental_Jazz",49.6930949959309,83.3,2,1,0,1,2
679,"1","Jazz",59.127578366252,70.5,3,1,1,0,3
680,"1","Jazz",50.6812337232892,67.4,5,0,0,1,1
681,"1","No_Music",46.7916720607674,77,2,1,0,1,2
682,"1","Instrumental_Jazz",47.7486530458708,77.4,3,0,0,1,2
683,"1","Instrumental_Jazz",48.3050595849816,75.4,1,0,1,0,4
684,"1","Instrumental_Jazz",47.6358451467076,87.7,5,1,1,1,2
685,"1","Jazz",58.011287744774,64,3,0,0,0,3
686,"1","Jazz",60.31798234628,66.8,3,1,1,1,4
687,"1","No_Music",47.636519973238,79.3,3,1,0,0,4
688,"1","Jazz",46.5191645118363,62.4,3,0,0,1,2
689,"1","Instrumental_Jazz",53.0119172599779,84.6,4,1,1,1,3
690,"1","No_Music",50.5132933894696,71.7,4,1,1,1,3
691,"1","Jazz",48.105208176731,63.6,4,1,0,1,2
692,"1","Jazz",45.0680423255576,63.3,4,1,1,0,2
693,"1","Jazz",53.0310128048259,72.9,2,1,1,0,2
694,"1","Jazz",47.2711710794363,73.1,5,0,1,0,4
695,"1","Instrumental_Jazz",44.3585262328723,88.4,1,1,0,1,3
696,"1","Jazz",42.9417660203078,69.4,4,1,1,1,1
697,"1","No_Music",51.4151493477596,63.5,4,1,0,0,2
698,"1","No_Music",58.8996644690013,77.4,2,0,1,0,2
699,"1","No_Music",48.6154800524147,84.2,3,1,0,1,1
700,"1","Instrumental_Jazz",42.9011883224343,82.4,1,1,0,1,5
701,"1","Instrumental_Jazz",46.321289780066,71.9,2,0,0,1,3
702,"1","Jazz",59.3840480558134,72.4,3,1,0,1,3
703,"1","Jazz",49.5055960370696,68.7,4,1,0,0,1
704,"1","Jazz",44.8726476152797,63.7,2,1,1,1,2
705,"1","Jazz",48.8544477587763,59.9,3,1,1,0,2
706,"1","Instrumental_Jazz",39.4175997446505,80,3,1,0,1,3
707,"1","No_Music",44.8362376222313,77,3,1,0,0,2
708,"1","Instrumental_Jazz",44.4035284539346,74.5,4,1,0,1,1
709,"1","Instrumental_Jazz",52.8749071112481,80.4,4,0,0,1,1
710,"1","Jazz",54.6943850815246,69.5,3,1,0,1,1
711,"1","No_Music",45.9420796484548,70,1,1,0,0,3
712,"1","Instrumental_Jazz",44.0007370017711,85.3,4,1,1,1,1
713,"1","Jazz",51.9102159501582,67.8,3,0,1,0,2
714,"1","No_Music",45.7619832978972,76.5,3,1,0,0,1
715,"1","Instrumental_Jazz",43.9670209481313,82.2,4,1,1,0,2
716,"1","Instrumental_Jazz",40.8887841915961,72.8,3,1,0,1,5
717,"1","Jazz",51.1569091714367,74.5,3,1,1,0,3
718,"1","Instrumental_Jazz",50.5091530538923,81.2,4,0,1,0,1
719,"1","No_Music",51.4827351988887,84.9,1,0,0,1,3
720,"1","Instrumental_Jazz",46.5761570905132,79.4,2,1,1,0,1
721,"1","No_Music",55.7197432118074,73.6,3,1,1,1,1
722,"1","No_Music",56.3562319115549,80.4,3,1,1,1,1
723,"1","Jazz",36.7955113585973,74.6,3,1,0,0,4
724,"1","Instrumental_Jazz",48.7687779614739,78.1,1,1,1,1,2
725,"1","Instrumental_Jazz",45.5706479983365,79.7,3,1,1,1,2
726,"1","No_Music",40.7704017473344,72.4,4,0,1,0,3
727,"1","No_Music",61.099398376529,78.4,4,1,1,0,2
728,"1","Instrumental_Jazz",45.7800461507065,84.3,2,1,1,1,3
729,"1","Jazz",48.4387211168958,63.9,2,1,0,1,2
730,"1","Instrumental_Jazz",48.4547901638187,76.5,4,0,0,0,2
731,"1","Instrumental_Jazz",51.5242675848325,82.2,1,1,0,1,3
732,"1","Instrumental_Jazz",44.5896921357826,81.2,3,1,1,1,5
733,"1","Jazz",50.8667911413579,71.2,4,1,0,0,2
734,"1","Instrumental_Jazz",49.8604826761626,74.5,5,1,1,0,1
735,"1","Instrumental_Jazz",46.1599666125589,84.2,2,1,1,0,2
736,"1","No_Music",51.5442334567748,79.4,4,0,0,1,5
737,"1","No_Music",47.8657100378189,76.7,4,1,1,0,3
738,"1","Jazz",48.0708792872766,61.6,3,1,0,1,5
739,"1","No_Music",44.7710868702656,68.1,2,0,1,1,5
740,"1","No_Music",55.0079425346169,79.7,2,1,1,1,2
741,"1","No_Music",49.5870253443248,84.7,3,1,1,1,2
742,"1","Jazz",59.4117757218099,60.5,2,1,1,1,2
743,"1","No_Music",56.7368303720535,76.5,4,1,0,0,5
744,"1","No_Music",45.2587034939807,69.3,3,0,1,1,2
745,"1","No_Music",48.3744844452921,70.1,2,0,1,1,3
746,"1","Instrumental_Jazz",53.0449351701202,85.4,3,0,0,0,1
747,"1","No_Music",47.7462610659686,69.3,5,0,0,0,2
748,"1","Jazz",54.2163555682202,61.2,1,1,0,1,2
749,"1","Jazz",51.0712453297737,71.5,2,0,1,0,2
750,"1","Jazz",56.2011823294791,64.1,1,1,0,0,2
751,"2","Jazz",53.4494588339447,66.8,3,1,0,1,1
752,"2","Instrumental_Jazz",45.1564274201172,82.9,5,1,0,1,4
753,"2","Instrumental_Jazz",46.1165700236639,79.8,2,1,0,1,3
754,"2","Instrumental_Jazz",44.8665838702288,86.1,3,1,1,0,3
755,"2","No_Music",49.0450204711648,75.8,3,1,1,0,5
756,"2","Jazz",41.9382748892503,67.9,5,1,1,0,4
757,"2","Jazz",48.7099208874676,72.1,1,1,1,0,1
758,"2","Jazz",54.1081537015616,68.8,4,1,1,0,3
759,"2","Jazz",53.4910225950068,70.2,3,1,0,0,2
760,"2","Instrumental_Jazz",48.2948498444597,75.9,1,1,1,0,3
761,"2","Jazz",56.9228459326846,67.6,3,1,1,0,3
762,"2","Jazz",52.353826906599,66.4,3,1,1,1,2
763,"2","Instrumental_Jazz",45.1396966747464,85.1,1,0,1,0,5
764,"2","Instrumental_Jazz",39.747633019045,83.7,5,0,1,1,5
765,"2","Jazz",60.4259980101348,68.4,4,1,1,1,2
766,"2","Jazz",50.3228297803274,67.5,1,1,0,1,1
767,"2","No_Music",48.1658544090569,67.3,4,0,1,0,2
768,"2","Jazz",55.2373067660303,71.8,3,0,0,1,5
769,"2","Instrumental_Jazz",45.8871346713706,81.4,5,0,1,1,2
770,"2","Instrumental_Jazz",46.8496339048954,81.6,5,1,1,0,1
771,"2","No_Music",41.1966721046328,71.8,3,1,0,1,1
772,"2","No_Music",53.6572858170091,77.4,1,0,1,1,5
773,"2","Instrumental_Jazz",42.0351268068511,89.9,3,1,0,0,1
774,"2","No_Music",43.6290719067562,75.3,4,1,0,0,3
775,"2","Jazz",55.7502385426974,69.8,2,1,0,0,2
776,"2","Jazz",56.707120796833,60.8,4,1,1,1,2
777,"2","No_Music",47.4263295496391,71.4,3,1,1,0,3
778,"2","Instrumental_Jazz",43.2267760986362,80.3,3,1,1,1,3
779,"2","Jazz",51.3559168737208,72.6,3,0,0,1,3
780,"2","Instrumental_Jazz",48.7297604321526,83.7,3,1,0,1,2
781,"2","No_Music",55.6527675578493,75.9,3,0,1,0,2
782,"2","Instrumental_Jazz",50.4882321482374,80.7,3,0,0,0,3
783,"2","Jazz",60.6450781086478,60.5,5,1,0,1,5
784,"2","Jazz",46.3704237193504,70.1,3,1,0,0,2
785,"2","No_Music",43.6444892686604,81.1,1,1,1,1,5
786,"2","No_Music",51.0282671345083,74.6,4,1,0,0,2
787,"2","Jazz",52.0625565248827,65.5,4,1,1,0,2
788,"2","Jazz",48.2496661891145,64.4,2,1,1,1,2
789,"2","No_Music",46.0555529484438,71.5,3,1,0,1,2
790,"2","Instrumental_Jazz",52.4203920283455,86.5,2,1,1,0,4
791,"2","No_Music",43.4837899344542,87.5,3,1,1,1,3
792,"2","Instrumental_Jazz",39.1253983688474,74.6,2,1,1,1,1
793,"2","No_Music",41.1704757331661,81.6,5,1,0,0,4
794,"2","No_Music",49.0024654283874,75.4,3,1,0,0,3
795,"2","No_Music",54.8019842785588,74.4,3,1,1,1,2
796,"2","No_Music",55.4395990788015,76.6,1,1,0,0,2
797,"2","Instrumental_Jazz",52.4502189404998,82.5,3,1,1,0,3
798,"2","Jazz",50.6994848329465,67.7,4,1,1,1,3
799,"2","No_Music",49.3613762795847,88.1,4,1,1,0,2
800,"2","Instrumental_Jazz",48.8675423706481,84.6,2,0,1,1,2
801,"2","Instrumental_Jazz",51.0656271000077,88.1,1,0,1,1,5
802,"2","Jazz",45.7324637233986,63.6,3,0,0,1,3
803,"2","No_Music",51.3903041412528,71.3,3,1,0,1,4
804,"2","Jazz",55.6216364886518,65.9,3,1,0,0,3
805,"2","Jazz",59.6090470465277,77,1,1,1,0,1
806,"2","Jazz",49.9010019926958,70.3,3,0,0,1,1
807,"2","Instrumental_Jazz",55.092253724562,85.8,2,1,0,0,2
808,"2","Instrumental_Jazz",42.2740617268934,80.8,4,1,1,1,1
809,"2","No_Music",47.028573415437,75.4,2,1,1,1,3
810,"2","Jazz",60.9723376818348,68.9,5,1,0,1,3
811,"2","Instrumental_Jazz",48.264960932839,75.2,1,0,1,0,1
812,"2","No_Music",45.8774352667005,80.5,3,1,1,0,3
813,"2","Jazz",50.2952894806043,61.2,4,0,1,1,4
814,"2","Instrumental_Jazz",46.2639082038846,87.9,3,1,0,0,1
815,"2","Instrumental_Jazz",46.0217465515963,83.9,3,1,0,1,2
816,"2","No_Music",45.3868054856987,65.5,3,0,0,1,3
817,"2","No_Music",55.2268474244718,82.6,3,0,1,1,3
818,"2","Jazz",56.1272700791019,67.4,3,1,1,1,3
819,"2","No_Music",42.3727463061288,79.5,1,0,1,0,1
820,"2","Instrumental_Jazz",45.3719512421345,87.5,2,0,0,0,3
821,"2","No_Music",44.2480484779065,83.6,3,1,1,0,3
822,"2","Jazz",48.0010012967391,71.8,5,1,1,0,2
823,"2","Jazz",53.0425990534373,68.7,2,1,0,0,1
