"participant_id","treatment_invite","age","income","income_sq","race","family_law_enforcement","prev_incarcerated","family_incarcerated","num_children","num_children_under18","completed_pre_survey","completed_post_survey","attended_forum","trust_index_pre","trust_index_post","stress_index_pre","stress_index_post","safety_index_pre","safety_index_post","engage_index_pre","engage_index_post","satisfaction_index_pre","satisfaction_index_post"
262,1,82,81745,6682245025,"Other",0,0,1,1,0,1,1,0,2,2,2,2,3,3,2,2,3,3
263,1,22,70075,4910505625,"Black",0,0,1,0,0,1,1,1,1,1,2,2,2,2,3,3,3,3
264,1,47,33612,1129766544,"Black",0,,0,5,4,1,1,0,3,3,3,4,3,3,2,2,3,3
265,1,37,74054,5483994916,"White",1,0,0,1,1,1,1,1,3,3,2,2,4,4,4,4,4,4
266,1,43,33463,1119772369,"Black",0,0,0,1,0,1,1,1,1,2,3,3,3,3,2,2,3,3
267,0,43,62964,3964465296,"Black",0,0,0,1,0,1,0,0,4,,2,,4,,2,,3,
268,0,21,28868,833361424,"White",0,0,0,2,2,1,0,0,1,,3,,3,,3,,2,
269,0,44,93948,8826226704,"White",0,0,0,2,2,1,0,1,2,,4,,4,,3,,4,
270,1,66,86931,7556998761,"Hispanic",0,0,1,2,2,1,1,1,3,4,4,4,4,3,3,3,1,1
271,1,38,135155,18266874025,"Black",0,0,0,2,2,1,1,0,2,2,4,3,4,4,2,1,3,3
272,0,38,244152,59610199104,"Hispanic",0,0,1,0,0,1,1,0,2,2,3,3,4,4,3,3,3,2
273,0,61,29811,888695721,"Hispanic",0,,0,1,1,1,1,0,3,3,3,4,3,3,4,4,3,3
274,0,53,108308,11730622864,"Black",0,0,0,0,0,1,0,0,3,,2,,4,,3,,3,
275,1,18,15962,254785444,"Black",1,0,0,2,2,1,1,1,3,3,2,1,4,4,3,3,3,3
276,1,43,34676,1202424976,"Black",0,,0,0,0,1,1,1,3,3,4,3,3,3,3,3,3,3
277,1,65,106527,11348001729,"White",0,0,1,0,0,1,1,1,3,3,3,2,4,4,2,3,3,3
278,0,61,27697,767123809,"Asian",1,0,0,1,0,1,1,1,3,4,4,3,4,4,3,3,5,5
279,0,46,65926,4346237476,"Black",0,0,0,4,4,1,1,0,3,3,4,4,3,2,2,2,3,2
280,1,51,24329,591900241,"Black",0,0,0,2,2,1,1,1,3,3,3,3,2,3,4,5,2,3
281,1,22,37179,1382278041,"Hispanic",0,,1,1,1,1,1,1,2,3,3,2,3,3,2,2,2,3
282,0,45,48394,2341979236,"Hispanic",0,0,0,2,1,1,1,0,2,1,4,4,4,3,2,3,2,2
283,0,26,30636,938564496,"Black",0,1,0,1,1,1,1,0,1,1,2,2,3,3,2,2,4,3
284,0,33,10542,111133764,"White",0,1,0,1,1,1,1,0,3,4,4,5,3,4,2,3,3,3
285,0,54,60734,3688618756,"Black",0,0,0,1,1,1,1,0,2,3,2,2,4,4,4,4,3,3
286,0,23,73108,5344779664,"Black",1,0,0,0,0,1,1,0,2,2,2,2,2,2,3,3,3,3
287,0,44,55779,3111296841,"Hispanic",0,0,0,0,0,1,0,0,2,,3,,3,,3,,2,
288,0,46,33819,1143724761,"Black",0,0,0,2,1,1,1,0,1,1,3,3,4,4,3,3,2,2
289,0,41,102738,10555096644,"White",1,1,1,2,2,0,1,0,,3,,4,,3,,3,,4
290,1,67,118398,14018086404,"Black",0,0,0,1,1,1,1,1,3,3,4,3,4,5,4,4,2,3
291,0,25,7486,56040196,"White",0,0,1,0,0,0,1,1,,3,,3,,4,,3,,3
292,0,49,122938,15113751844,"Black",0,0,0,1,1,1,0,0,3,,3,,4,,4,,3,
293,0,39,12042,145009764,"White",0,,0,1,0,1,0,0,3,,3,,3,,3,,3,
294,1,36,37954,1440506116,"Black",0,0,0,4,2,0,1,0,,2,,4,,4,,3,,4
295,1,47,20588,423865744,"Black",0,0,0,1,0,1,1,1,2,3,4,4,3,3,3,3,3,2
296,1,25,30203,912221209,"White",0,,0,2,2,1,1,1,2,3,3,2,3,4,3,3,3,3
297,1,20,143385,20559258225,"Hispanic",0,0,0,0,0,1,1,1,2,3,3,2,4,3,4,4,2,3
298,0,33,76679,5879669041,"Hispanic",0,,0,2,0,1,1,0,3,2,4,4,4,4,2,3,3,3
299,0,66,74228,5509795984,"White",0,0,0,3,1,1,1,0,3,3,3,3,4,4,3,4,3,3
300,1,41,9484,89946256,"White",0,0,0,3,3,1,1,1,2,2,3,3,2,3,3,4,3,3
301,1,45,58503,3422601009,"Black",0,0,0,1,0,1,1,1,2,2,3,3,3,3,2,2,3,3
302,0,37,82687,6837139969,"Black",0,1,1,0,0,1,1,1,2,3,2,2,4,4,3,3,3,4
303,1,47,99562,9912591844,"Black",0,1,0,2,2,1,1,0,2,2,4,4,3,3,3,3,3,3
304,1,26,22952,526794304,"White",0,1,0,0,0,1,1,1,3,4,1,1,3,4,3,2,2,2
305,1,57,105854,11205069316,"Hispanic",0,1,0,0,0,1,1,1,2,2,3,2,3,3,3,3,3,4
306,0,49,16377,268206129,"Black",0,0,0,1,1,1,1,0,4,5,3,3,2,2,3,2,4,4
307,0,28,200942,40377687364,"Hispanic",0,0,0,1,1,1,1,0,2,2,3,4,4,4,3,3,2,3
308,0,41,26393,696590449,"Black",0,,0,2,2,1,1,1,4,5,4,4,4,4,2,2,3,4
309,0,51,92208,8502315264,"Black",0,0,0,1,1,1,1,0,3,3,3,2,4,3,3,3,3,3
310,0,48,64480,4157670400,"Black",1,1,1,1,1,1,1,0,2,2,5,5,3,3,2,2,2,2
311,0,62,21352,455907904,"Hispanic",0,0,0,0,0,1,1,0,3,3,3,2,3,3,2,2,2,2
312,0,31,124890,15597512100,"Asian",0,1,0,2,1,0,0,0,,,,,,,,,,
313,1,57,51353,2637130609,"Black",0,0,1,3,2,1,1,0,3,3,3,3,3,4,2,2,3,2
314,0,56,96231,9260405361,"Hispanic",0,0,0,0,0,1,1,0,3,3,4,4,3,3,3,3,3,3
315,0,38,59536,3544535296,"White",0,0,0,2,2,1,1,1,2,4,4,3,3,4,2,2,3,3
316,1,25,100165,10033027225,"Black",0,0,1,2,2,1,1,1,2,2,4,3,3,3,1,1,4,4
317,1,24,50875,2588265625,"Hispanic",0,,1,1,1,1,1,1,2,3,3,3,3,4,2,2,3,4
318,0,47,122023,14889612529,"White",0,0,0,2,0,1,1,1,4,4,4,3,4,4,3,4,3,4
319,0,39,37723,1423024729,"White",0,0,0,2,1,1,1,0,3,3,3,3,3,3,3,3,3,3
320,1,67,76238,5812232644,"Black",0,1,0,2,2,0,1,1,,4,,3,,3,,4,,4
321,1,48,67686,4581394596,"Black",0,,0,1,0,1,1,0,2,3,5,5,3,3,3,3,3,3
322,0,34,98210,9645204100,"Black",0,0,1,3,2,0,1,0,,1,,4,,4,,3,,3
323,0,25,30423,925558929,"Hispanic",0,0,1,2,1,0,0,0,,,,,,,,,,
324,1,31,57638,3322139044,"White",0,,0,1,1,1,1,1,2,3,4,4,4,4,2,3,3,3
325,0,45,31434,988096356,"Other",0,0,0,2,1,1,1,0,4,3,4,5,3,3,4,5,2,3
326,0,33,103434,10698592356,"Black",0,0,0,1,1,0,0,1,,,,,,,,,,
327,1,48,30044,902641936,"Black",0,0,0,4,4,1,1,1,2,3,4,3,3,2,3,4,3,3
328,0,35,199899,39959610201,"White",1,0,1,1,1,1,0,0,3,,4,,4,,4,,2,
329,0,38,94096,8854057216,"Black",0,1,0,1,1,1,1,0,3,3,5,5,3,3,2,2,3,2
330,1,29,49455,2445797025,"Black",0,0,0,1,1,1,1,0,3,3,4,4,4,4,2,2,3,3
331,1,69,131234,17222362756,"Hispanic",0,0,0,3,2,1,1,1,2,3,4,3,3,3,2,2,4,4
332,0,45,46728,2183505984,"Black",0,1,0,2,2,1,0,0,2,,3,,3,,3,,2,
333,1,43,78463,6156442369,"Black",0,0,0,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4
334,1,18,76293,5820621849,"Black",0,0,0,1,1,1,1,1,2,3,3,3,2,3,3,3,4,4
335,0,50,70137,4919198769,"Black",0,0,0,5,2,1,1,0,3,2,3,4,4,4,4,4,4,4
336,0,25,31019,962178361,"White",0,0,0,1,0,1,1,1,2,3,3,3,3,3,2,3,2,2
337,1,27,18382,337897924,"Black",0,1,1,1,1,1,1,0,2,1,5,4,3,3,3,3,3,2
338,1,54,13023,169598529,"Black",0,1,1,1,0,1,1,1,2,2,4,4,3,3,3,3,3,3
339,1,33,34709,1204714681,"Hispanic",0,0,0,1,1,1,1,0,2,2,3,3,4,4,3,3,2,2
340,1,18,86337,7454077569,"Asian",0,,1,0,0,1,1,0,3,3,3,3,3,3,3,3,3,2
341,0,67,41297,1705442209,"Black",0,0,0,1,1,1,0,0,2,,3,,4,,3,,2,
342,0,18,19093,364542649,"White",0,0,0,5,3,1,1,0,3,3,3,3,2,2,3,3,3,2
343,1,49,280677,78779578329,"Black",1,0,0,0,0,1,1,0,3,3,3,3,5,5,3,3,3,3
344,0,55,87674,7686730276,"Black",0,0,1,0,0,1,1,0,3,3,4,4,3,3,3,3,2,2
345,0,31,237298,56310340804,"Hispanic",0,0,0,0,0,1,1,1,3,4,3,3,4,5,3,3,2,3
346,0,47,131954,17411858116,"White",0,0,0,0,0,1,1,1,3,3,3,2,4,4,4,4,4,5
347,1,47,30659,939974281,"White",0,0,0,1,1,0,1,1,,4,,3,,4,,3,,4
348,0,56,35963,1293337369,"White",0,0,0,0,0,1,1,0,3,3,3,3,3,3,3,4,2,2
349,0,47,15792,249387264,"White",0,0,0,1,0,1,1,0,3,3,3,3,4,4,2,2,3,3
350,1,36,90414,8174691396,"Hispanic",0,0,0,2,1,1,1,1,3,3,3,3,4,4,3,4,3,3
351,0,54,183268,33587159824,"Other",0,0,0,1,0,1,1,1,3,5,3,2,4,4,3,4,3,3
352,1,52,23942,573219364,"Hispanic",0,0,0,0,0,1,1,1,3,4,3,3,3,3,3,4,3,4
353,1,26,19111,365230321,"Hispanic",0,0,0,2,1,1,1,1,2,3,4,3,3,3,2,1,3,3
354,0,19,101308,10263310864,"Black",1,,0,1,1,1,1,0,2,2,3,3,4,4,3,3,3,3
355,1,42,14862,220879044,"White",0,0,0,3,3,1,1,0,3,3,3,3,4,4,2,2,3,4
356,1,36,232598,54101829604,"White",0,0,0,0,0,1,1,1,4,5,3,2,4,4,3,3,2,3
357,1,25,79022,6244476484,"White",0,0,0,4,1,1,1,1,2,2,3,3,3,3,2,3,3,3
358,0,41,12681,160807761,"Black",0,0,0,2,1,1,0,1,3,,4,,3,,3,,3,
359,0,20,66417,4411217889,"Black",0,0,0,0,0,1,0,1,2,,4,,3,,3,,3,
360,1,42,54389,2958163321,"White",0,0,0,2,2,1,1,1,2,2,3,3,3,4,4,4,3,3
361,0,31,6940,48163600,"Hispanic",0,1,0,2,1,1,1,0,2,2,4,4,2,2,3,3,2,3
362,0,54,48353,2338012609,"Hispanic",0,0,0,3,2,1,1,0,1,1,3,3,2,2,3,3,3,4
363,1,76,31256,976937536,"White",0,0,0,3,2,1,0,0,3,,3,,3,,3,,2,
364,0,26,24586,604471396,"Hispanic",0,0,0,2,1,1,1,0,2,2,4,4,4,4,3,3,3,3
365,0,56,60521,3662791441,"White",0,0,0,2,1,1,1,0,2,2,3,3,3,4,3,3,3,3
366,1,52,98764,9754327696,"Black",0,0,0,0,0,1,1,0,3,2,4,4,3,3,3,3,3,2
367,0,39,199065,39626874225,"White",0,0,0,3,1,1,1,0,4,4,2,3,5,4,2,2,3,3
368,0,33,6086,37039396,"Black",0,,1,1,1,1,0,0,3,,4,,3,,2,,3,
369,0,64,90641,8215790881,"Black",0,0,0,1,0,1,1,0,3,3,3,3,3,3,3,4,3,3
370,0,18,23339,544708921,"Black",0,0,0,0,0,1,1,0,2,2,4,4,3,3,2,3,3,3
371,0,30,126101,15901462201,"White",0,0,0,1,0,1,1,1,3,3,3,2,4,4,3,4,2,3
372,0,18,65938,4347819844,"Hispanic",0,0,0,2,1,1,1,0,2,2,2,2,3,2,3,3,3,3
373,1,61,158855,25234911025,"Hispanic",0,0,0,3,1,1,1,1,2,3,2,2,4,4,3,4,3,4
374,0,37,15269,233142361,"Hispanic",0,0,0,3,2,0,1,0,,2,,3,,4,,4,,3
375,1,32,74272,5516329984,"Black",0,0,0,1,0,1,1,1,1,2,3,2,4,3,3,3,3,3
376,1,88,63317,4009042489,"White",0,1,0,2,2,1,1,0,3,3,3,3,4,4,3,3,2,2
377,1,39,115620,13367984400,"Black",0,0,0,3,2,0,0,1,,,,,,,,,,
378,0,33,41558,1727067364,"White",0,0,0,1,1,1,0,0,3,,4,,4,,3,,2,
379,0,44,124865,15591268225,"Asian",0,1,1,0,0,1,0,0,2,,3,,3,,3,,2,
380,1,18,35025,1226750625,"White",0,0,0,2,1,1,1,1,2,3,4,4,4,4,4,4,3,3
381,1,47,35468,1257979024,"Black",0,,0,1,0,1,1,1,3,3,3,3,4,4,3,3,3,4
382,1,39,51026,2603652676,"Black",0,1,1,1,1,1,1,1,2,2,4,4,2,2,3,4,2,2
383,0,47,21256,451817536,"Hispanic",0,0,0,1,1,1,1,0,3,3,4,3,3,3,4,3,2,2
384,1,25,34701,1204159401,"Black",0,1,0,1,0,1,1,1,1,2,3,3,3,3,2,3,2,2
385,1,25,121514,14765652196,"White",0,0,0,3,1,1,1,1,3,3,3,2,4,4,3,3,3,4
386,1,30,187445,35135628025,"Black",0,,0,2,1,1,1,1,2,3,3,3,3,3,3,4,2,3
387,0,28,121928,14866437184,"Asian",0,1,1,1,1,1,1,0,2,2,5,5,4,4,3,4,3,3
388,0,59,35592,1266790464,"Asian",0,0,0,4,4,0,1,0,,3,,2,,2,,2,,3
389,0,64,64509,4161411081,"White",1,0,0,2,1,1,1,0,4,4,3,3,3,4,4,4,3,3
390,0,38,54099,2926701801,"White",0,0,0,1,1,1,1,0,2,2,4,3,2,3,4,4,3,3
391,1,35,18262,333500644,"Black",0,0,0,5,4,1,1,0,3,3,3,3,3,3,2,2,2,2
392,0,35,61433,3774013489,"Black",0,0,0,1,1,1,1,0,2,2,4,5,3,3,2,2,3,3
393,1,41,25857,668584449,"Asian",0,1,0,0,0,1,1,1,2,3,3,3,3,3,4,4,3,4
394,1,41,21403,458088409,"White",0,1,1,2,1,1,1,1,3,3,3,3,4,4,3,3,3,3
395,0,44,89338,7981278244,"Asian",0,0,0,3,2,0,1,0,,3,,3,,2,,3,,4
396,0,29,28380,805424400,"Black",0,0,0,1,1,1,1,0,2,2,3,4,3,3,2,2,4,3
397,0,27,44558,1985415364,"White",0,0,0,2,1,1,1,1,3,3,2,2,3,3,3,3,2,3
398,0,58,22944,526427136,"Other",0,0,1,0,0,1,1,0,2,2,4,4,3,3,3,3,3,3
399,0,32,52289,2734139521,"White",0,0,1,1,0,1,1,0,4,4,4,4,3,4,2,3,4,4
400,1,45,74136,5496146496,"Hispanic",0,,0,0,0,1,1,1,3,3,3,3,4,4,3,4,2,2
401,1,39,74743,5586516049,"Hispanic",1,0,0,0,0,1,1,1,4,4,4,3,3,2,2,3,2,2
402,0,26,21154,447491716,"Black",0,0,0,0,0,1,1,0,1,1,3,2,3,3,3,3,3,3
403,1,49,136791,18711777681,"Black",1,0,1,6,5,1,1,1,2,3,3,3,4,4,4,4,3,3
404,1,43,165075,27249755625,"Black",0,0,0,3,2,1,1,1,2,2,3,3,4,4,3,4,2,2
405,0,61,67380,4540064400,"White",0,0,0,0,0,1,0,0,3,,2,,4,,3,,3,
406,0,42,56713,3216364369,"Black",0,1,0,2,1,1,0,0,2,,3,,2,,2,,3,
407,1,35,53191,2829282481,"Black",0,1,1,0,0,1,1,1,1,1,4,4,3,3,2,3,2,3
408,0,44,61440,3774873600,"White",0,0,0,1,1,1,1,1,3,4,2,2,4,4,3,3,3,4
409,0,22,67570,4565704900,"Black",0,0,0,3,2,1,1,0,2,2,4,4,3,3,2,2,3,3
410,1,27,55784,3111854656,"White",0,0,0,3,3,1,1,0,2,2,2,3,3,3,2,3,3,4
411,0,48,84359,7116440881,"Hispanic",0,0,0,0,0,1,1,0,2,2,4,4,2,3,2,2,3,3
412,1,35,38222,1460921284,"Hispanic",0,0,0,1,1,1,1,0,3,3,3,3,3,3,3,3,3,3
413,0,39,123408,15229534464,"Black",0,1,0,2,2,1,1,0,1,1,4,4,4,4,3,3,2,2
414,0,38,48515,2353705225,"Black",1,1,0,3,2,1,1,1,2,3,3,3,3,3,3,3,3,4
415,0,30,12274,150651076,"Hispanic",0,1,0,0,0,1,0,0,2,,3,,3,,3,,2,
416,0,18,46166,2131299556,"Black",0,0,0,1,1,1,1,1,2,3,3,3,4,4,3,3,3,3
417,1,45,71496,5111678016,"White",0,0,0,2,2,1,1,1,3,4,3,3,3,3,3,4,3,3
418,0,51,133760,17891737600,"Black",0,0,0,1,1,1,1,1,3,4,4,4,4,4,3,4,4,4
419,0,21,52467,2752786089,"Other",0,0,0,5,5,1,0,0,3,,4,,2,,3,,3,
420,0,62,10591,112169281,"Black",0,,0,4,3,1,1,0,2,2,4,3,3,4,3,4,3,3
421,1,46,50194,2519437636,"Asian",0,0,0,2,2,1,1,1,3,3,3,2,3,3,3,3,2,2
422,1,60,19157,366990649,"Hispanic",0,1,0,0,0,0,0,1,,,,,,,,,,
423,1,26,22900,524410000,"Black",0,,0,2,2,1,0,0,1,,4,,3,,3,,3,
424,0,43,22011,484484121,"Black",0,0,0,2,1,1,0,0,3,,4,,2,,4,,3,
425,1,38,26381,695957161,"White",0,0,0,2,2,1,1,1,3,3,2,2,4,4,4,4,3,3
426,1,52,124179,15420424041,"Black",0,0,0,1,1,1,1,1,2,2,4,3,3,4,2,3,3,4
427,0,31,25708,660901264,"Other",0,1,0,0,0,1,1,0,2,2,3,4,2,1,3,3,2,2
428,0,40,35190,1238336100,"Black",0,0,0,2,1,1,1,0,2,2,4,4,2,2,3,3,2,2
429,0,18,57937,3356695969,"White",0,0,0,0,0,1,1,0,2,2,3,3,3,3,3,4,3,3
430,1,28,101934,10390540356,"Hispanic",0,0,0,2,1,1,1,1,3,3,3,2,3,3,3,2,3,3
431,1,42,29331,860307561,"Black",0,1,0,1,1,1,1,0,1,1,3,3,3,3,2,2,2,2
432,1,29,25817,666517489,"Hispanic",0,0,0,2,0,1,0,1,3,,4,,3,,3,,2,
433,0,39,33021,1090386441,"Black",0,0,0,2,1,1,0,0,2,,4,,4,,4,,3,
434,1,33,19583,383493889,"Other",0,0,0,1,0,1,1,1,2,3,3,2,3,3,3,4,3,4
435,0,49,104381,10895393161,"Other",0,0,0,0,0,1,1,0,2,1,2,2,4,4,4,5,4,4
436,1,58,8727,76160529,"White",0,0,0,3,0,1,0,0,3,,2,,4,,4,,3,
437,0,28,32782,1074659524,"Asian",0,0,0,1,1,1,1,0,2,2,3,3,2,3,2,2,3,2
438,0,35,15786,249197796,"White",0,1,1,1,0,1,1,0,2,2,3,3,3,3,3,4,2,2
439,0,62,10450,109202500,"Black",0,0,0,2,1,1,1,0,2,3,4,5,3,3,3,3,3,3
440,0,18,51160,2617345600,"White",0,0,1,2,2,1,1,0,4,4,4,4,3,3,2,2,3,3
441,0,35,171162,29296430244,"White",0,0,0,1,1,1,1,1,3,4,3,3,3,4,2,2,3,4
442,1,71,184885,34182463225,"Asian",0,0,0,1,0,1,1,1,2,3,3,3,4,4,4,5,3,3
443,1,73,31874,1015951876,"Black",0,1,0,1,0,0,1,1,,2,,3,,4,,3,,2
444,0,42,28630,819676900,"Black",1,0,0,0,0,1,1,1,2,3,2,2,3,3,4,4,3,3
445,1,27,32507,1056705049,"White",0,1,1,2,2,1,1,1,1,2,4,4,4,4,3,3,2,2
446,1,42,88244,7787003536,"White",0,1,1,1,1,1,1,1,1,1,3,2,3,4,4,4,3,3
447,1,30,6441,41486481,"Black",0,1,1,0,0,1,1,1,2,2,5,4,4,4,2,3,2,3
448,0,62,60958,3715877764,"Black",0,0,0,2,0,1,1,1,2,3,3,4,4,4,3,3,3,3
449,0,28,36147,1306605609,"White",0,1,0,1,1,1,0,0,2,,4,,3,,3,,3,
450,1,46,27574,760325476,"Hispanic",0,,0,1,0,1,1,0,3,2,4,4,2,2,4,4,4,4
451,1,49,10046,100922116,"Asian",0,0,0,0,0,1,1,1,3,3,4,4,3,3,3,3,4,4
452,0,29,42409,1798523281,"Asian",0,0,0,0,0,1,1,1,3,3,3,3,3,3,3,3,3,4
453,0,53,13367,178676689,"Black",1,0,0,1,1,1,1,0,3,3,4,3,3,3,3,4,3,4
454,0,29,49391,2439470881,"Black",1,0,0,1,1,1,1,0,3,4,3,3,4,3,2,2,2,2
455,0,49,24437,597166969,"White",0,,0,2,2,0,1,0,,3,,1,,3,,4,,3
456,1,56,51888,2692364544,"Black",0,0,0,1,1,1,1,1,2,3,2,2,3,3,3,3,2,2
457,1,25,72300,5227290000,"Asian",0,0,1,2,1,0,0,0,,,,,,,,,,
458,1,57,33416,1116629056,"Black",0,0,0,3,1,1,1,1,2,3,4,4,4,4,3,4,3,3
459,0,33,22067,486952489,"Black",1,0,0,0,0,1,1,0,3,3,3,3,3,3,3,3,4,4
460,0,44,30650,939422500,"White",0,0,0,0,0,1,1,1,3,3,3,3,3,3,4,5,2,2
461,1,43,29315,859369225,"Black",0,,0,0,0,1,1,0,4,5,3,4,4,4,3,4,2,2
462,0,34,15141,229249881,"Black",0,1,1,4,3,1,1,1,2,2,4,4,4,5,2,3,2,3
463,0,44,26777,717007729,"White",0,0,0,4,4,1,1,0,2,3,3,3,3,3,3,3,4,3
464,0,22,42833,1834665889,"Black",1,0,0,0,0,1,1,1,3,3,4,3,4,4,3,3,3,2
465,1,38,41903,1755861409,"Other",0,1,0,0,0,1,1,0,2,2,4,4,4,4,3,3,4,4
466,0,52,65083,4235796889,"Black",0,1,1,1,1,1,1,0,2,2,5,5,3,2,3,2,3,3
467,0,18,140544,19752615936,"Black",0,0,0,0,0,1,1,0,3,3,4,4,3,3,3,2,3,3
468,1,18,65298,4263828804,"Asian",0,1,0,1,0,1,1,1,3,4,3,3,2,2,2,3,2,3
469,0,23,162821,26510678041,"Black",0,0,0,1,0,1,1,0,2,2,3,3,4,4,2,2,2,2
470,1,18,29775,886550625,"Black",1,1,0,2,1,1,1,1,2,2,4,3,3,3,2,2,2,2
471,0,46,147313,21701119969,"White",0,0,0,1,1,1,0,0,4,,3,,4,,3,,4,
472,1,25,80379,6460783641,"Black",1,0,1,1,0,1,1,0,3,3,4,4,3,3,3,4,2,2
473,0,18,19272,371409984,"Black",0,1,0,1,1,1,1,0,1,1,3,4,4,4,3,3,3,2
474,1,30,68976,4757688576,"Black",1,,0,0,0,1,1,1,2,2,2,2,2,2,2,2,3,4
475,1,34,18576,345067776,"Black",0,1,1,0,0,1,1,1,2,3,5,4,4,4,2,3,3,3
476,0,53,106677,11379982329,"Hispanic",0,0,0,2,2,1,1,1,2,2,4,3,3,3,4,3,3,4
477,1,23,32467,1054106089,"Hispanic",0,,0,1,1,0,1,0,,3,,3,,3,,4,,3
478,0,57,41394,1713463236,"Black",0,0,0,1,0,1,0,1,2,,4,,2,,4,,3,
479,0,46,29032,842857024,"White",1,0,1,0,0,1,1,0,4,5,4,4,2,2,3,3,3,3
480,1,45,25287,639432369,"Black",0,0,0,1,0,1,1,1,2,2,3,3,3,3,2,2,2,3
481,0,27,195143,38080790449,"Black",0,,0,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3
482,1,69,110550,12221302500,"Hispanic",0,0,0,2,1,1,1,1,2,2,3,3,4,4,3,4,3,3
483,0,38,85815,7364214225,"White",0,0,0,2,1,1,1,0,3,2,3,3,4,4,3,3,3,3
484,1,18,53033,2812499089,"Other",0,,0,4,4,1,1,1,3,3,3,3,3,3,3,3,3,3
485,1,37,90115,8120713225,"Black",0,0,0,3,3,1,1,1,3,4,3,3,3,4,3,3,2,2
486,0,18,84893,7206821449,"Black",0,0,0,2,2,1,1,1,1,2,3,2,3,4,2,3,4,3
487,0,35,180339,32522154921,"Black",0,,0,3,1,1,1,0,2,2,3,4,3,3,3,3,4,4
488,1,34,98697,9741097809,"Black",0,,0,1,0,1,1,1,3,3,4,3,3,3,2,4,3,4
489,0,50,42397,1797505609,"White",0,0,0,3,3,1,0,0,3,,3,,4,,2,,3,
490,1,55,42103,1772662609,"White",0,0,0,1,1,1,1,1,4,4,2,2,3,3,4,4,3,3
491,1,29,34383,1182190689,"Black",0,1,0,1,1,1,1,1,1,1,3,3,3,3,2,2,4,4
492,0,52,37376,1396965376,"White",0,0,0,1,1,1,1,0,3,2,4,4,2,3,3,3,3,2
493,0,61,41375,1711890625,"Hispanic",1,0,0,0,0,1,1,1,3,3,4,3,4,4,3,3,3,4
494,1,28,132997,17688202009,"Black",1,0,0,0,0,1,1,1,3,3,3,3,3,3,3,3,3,4
495,0,30,7763,60264169,"Hispanic",0,0,0,0,0,1,0,1,2,,3,,3,,4,,2,
496,1,50,28518,813276324,"Black",0,0,0,1,1,1,0,1,2,,4,,3,,2,,3,
497,0,43,44958,2021221764,"Black",0,0,0,2,2,1,1,0,2,2,2,2,2,2,2,2,3,2
498,0,48,17911,320803921,"Hispanic",0,0,0,1,0,1,1,0,3,3,3,3,4,4,3,2,3,3
499,1,61,182601,33343125201,"Hispanic",1,0,0,0,0,1,1,1,3,3,3,3,4,5,3,3,3,3
500,1,46,41466,1719429156,"Black",1,0,0,1,0,1,1,1,2,2,3,2,2,3,3,4,3,4
501,0,56,20460,418611600,"White",0,0,0,2,1,1,1,0,2,2,3,3,3,2,3,3,3,4
502,0,49,24501,600299001,"White",0,0,0,2,1,1,1,0,4,4,4,4,4,3,3,3,3,3
503,0,47,100478,10095828484,"White",0,0,0,1,1,1,1,1,3,4,3,3,4,5,3,4,4,4
504,0,46,223013,49734798169,"Black",0,,0,1,1,0,1,0,,2,,2,,4,,4,,2
505,0,59,45268,2049191824,"White",0,0,1,4,4,1,1,0,3,3,3,4,4,4,3,3,3,3
506,0,25,54470,2966980900,"Hispanic",0,0,0,1,0,1,1,0,3,2,4,4,4,4,3,3,3,3
507,1,23,23411,548074921,"Black",0,1,1,1,1,1,1,1,2,2,4,4,2,2,2,3,3,4
508,1,49,143357,20551229449,"Black",0,0,0,2,2,1,1,0,2,2,3,3,4,4,2,2,3,3
509,1,38,89135,7945048225,"Black",0,0,1,0,0,1,1,1,3,3,4,4,4,4,3,4,4,4
510,0,41,7757,60171049,"White",0,0,1,2,1,1,1,1,3,3,4,4,2,2,4,4,2,3
511,0,51,29840,890425600,"Asian",0,0,0,2,1,1,1,1,3,3,4,4,3,4,3,4,3,3
512,0,51,41460,1718931600,"Hispanic",0,0,0,2,1,1,1,0,2,1,3,3,4,4,3,3,4,4
513,1,36,20604,424524816,"White",0,1,0,3,2,1,1,1,2,3,4,3,3,3,3,3,3,3
514,0,35,40183,1614673489,"Black",0,1,1,3,2,1,0,0,1,,4,,3,,3,,2,
515,1,41,20192,407716864,"White",0,0,1,1,1,1,1,0,2,2,3,3,3,3,3,3,3,3
516,0,56,66651,4442355801,"Black",0,1,1,1,1,1,1,0,1,2,4,3,4,4,3,3,3,3
517,0,46,65401,4277290801,"Black",0,0,0,1,1,0,1,0,,2,,4,,3,,3,,4
518,1,61,95661,9151026921,"White",0,1,0,0,0,1,1,1,2,2,5,4,2,2,3,4,2,3
519,0,40,69769,4867713361,"Hispanic",0,,0,2,2,1,1,0,3,3,4,4,2,2,4,4,4,3
520,1,57,178987,32036346169,"Black",0,0,0,2,1,0,0,1,,,,,,,,,,
521,0,53,36712,1347770944,"Asian",0,0,0,2,1,1,1,0,3,3,4,4,3,3,3,3,3,3
522,0,49,8930,79744900,"Other",0,1,0,3,2,1,1,1,2,3,4,3,2,2,3,3,3,4
523,0,46,51037,2604775369,"Other",0,0,0,1,1,1,1,0,3,3,3,4,4,3,3,3,3,3
